ID,Name,Research output type,Title
1130379,"KENDALL, John M (Mike)",Journal article,Author Correction: Variable water input controls evolution of the Lesser Antilles volcanic arc.
1131282,"KENDALL, John M (Mike)",Journal article,Lower‐Crustal Seismicity on the Eastern Border Faults of the Main Ethiopian Rift
1136629,"KENDALL, John M (Mike)",Journal article,A thin mantle transition zone beneath the equatorial Mid-Atlantic Ridge
1136631,"KENDALL, John M (Mike)",Journal article,"The coupled magmatic and hydrothermal systems of the restless Aluto caldera, Ethiopia"
1138585,"KENDALL, John M (Mike)",Journal article,"Evolution of the Oceanic Lithosphere in the Equatorial Atlantic From Rayleigh Wave Tomography, Evidence for Small‐Scale Convection From the PI‐LAB Experiment"
1141429,"KENDALL, John M (Mike)",Journal article,Seismic anisotropy in deforming halite: evidence from the Mahogany salt body
1145424,"KENDALL, John M (Mike)",Journal article,Application of machine learning to microseismic event detection in distributed acoustic sensing data
1145977,"KENDALL, John M (Mike)",Journal article,Breaking the Ice: Identifying Hydraulically Forced Crevassing
1171300,"KENDALL, John M (Mike)",Journal article,"Not all Icequakes are Created Equal: Basal Icequakes Suggest Diverse Bed Deformation Mechanisms at Rutford Ice Stream, West Antarctica"
1171905,"KENDALL, John M (Mike)",Journal article,Large‐Scale Fracture Systems Are Permeable Pathways for Fault Activation During Hydraulic Fracturing
1171906,"KENDALL, John M (Mike)",Journal article,Upper Mantle Anisotropic Shear Velocity Structure at the Equatorial Mid‐Atlantic Ridge Constrained by Rayleigh Wave Group Velocity Analysis From the PI‐LAB Experiment
1179456,"KENDALL, John M (Mike)",Journal article,A dynamic lithosphere–asthenosphere boundary near the equatorial Mid-Atlantic Ridge
1180785,"KENDALL, John M (Mike)",Journal article,Field measurements of fracture characteristics on a wave-cut platform
1182246,"KENDALL, John M (Mike)",Journal article,Rapid characterisation of landslide heterogeneity using unsupervised classification of electrical resistivity and seismic refraction surveys
1182890,"KENDALL, John M (Mike)",Journal article,Evaluating rock mass disturbance within open-pit excavations using seismic methods: A case study from the Hinkley Point C nuclear power station
1185644,"KENDALL, John M (Mike)",Conference paper,Distributed Acoustic Sensing in Antarctica: What we can learn for studying microseismicity elsewhere
1185645,"KENDALL, John M (Mike)",Conference paper,Keynote: Listening to Ice Sheets - Fibre Optic Cables as Seismic Sensors in the Antarctic
1186198,"KENDALL, John M (Mike)",Journal article,Subduction history of the Caribbean from upper-mantle seismic imaging and plate reconstruction.
1187490,"KENDALL, John M (Mike)",Conference paper,Keynote 5: Using Microseismicity to Manage Induced Seismicity During Hydraulic Fracturing at the Preston New Road PNR1 Well
1189090,"KENDALL, John M (Mike)",Journal article,"Downhole distributed acoustic seismic profiling at Skytrain Ice Rise, West Antarctica"
1190420,"KENDALL, John M (Mike)",Journal article,Distributed acoustic sensing (DAS) for natural microseismicity studies: A case study from Antarctica
1190507,"KENDALL, John M (Mike)",Journal article,Conjugate Fault Deformation Revealed by Aftershocks of the 2013 Mw6.6 Lushan Earthquake and Seismic Anisotropy Tomography
1190911,"KENDALL, John M (Mike)",Journal article,A Little Data Goes a Long Way: Automating Seismic Phase Arrival Picking at Nabro Volcano With Transfer Learning
1190912,"KENDALL, John M (Mike)",Journal article,Variation in Upper Plate Crustal and Lithospheric Mantle Structure in the Greater and Lesser Antilles From Ambient Noise Tomography
1195510,"KENDALL, John M (Mike)",Journal article,Shear Velocity Inversion Guided by Resistivity Structure From the PI‐LAB Experiment for Integrated Estimates of Partial Melt in the Mantle
1204266,"KENDALL, John M (Mike)",Journal article,"Tidal Triggering of Microseismicity at the Equatorial Mid‐Atlantic Ridge, Inferred From the PI‐LAB Experiment"
1210323,"KENDALL, John M (Mike)",Journal article,"From slab to surface: Earthquake evidence for fluid migration at Uturuncu volcano, Bolivia"
1211503,"KENDALL, John M (Mike)",Journal article,Good vibrations: living with the motions of our unsettled planet
1226785,"KENDALL, John M (Mike)",Journal article,The meaning of net zero and how to get it right
1230732,"KENDALL, John M (Mike)",Journal article,Seismic Attenuation at the Equatorial Mid‐Atlantic Ridge Constrained by Local Rayleigh Wave Analysis From the PI‐LAB Experiment
1230733,"KENDALL, John M (Mike)",Journal article,Brief communication: The role of geophysical imaging in local landslide early warning systems
1246374,"KENDALL, John M (Mike)",Conference paper,Integrating Electrical Resistivity and Seismic Refraction Tomography at an Active Landslide Site
1258949,"KENDALL, John M (Mike)",Conference paper,"FAULT REACTIVATION CONTROLLED BY ELASTIC STRESS TRNSFER DURING HYDRAULIC FRACTURING AT PRESTON NEW ROAD, UK"
1282871,"KENDALL, John M (Mike)",Journal article,Inversion of shear wave waveforms reveal deformation in the lowermost mantle
1306251,"KENDALL, John M (Mike)",Preprint,Broad fault zones enable deep fluid transport and limit earthquake magnitudes
1306252,"KENDALL, John M (Mike)",Preprint,Friction and slip measured at the bed of an Antarctic ice stream
1309668,"KENDALL, John M (Mike)",Conference paper,Radon transform-based detection of microseismicity on DAS networks: A case study from Antarctica
1311321,"KENDALL, John M (Mike)",Journal article,Self-similarity of seismic moment release to volume change scaling for volcanoes: a comparison with injection-induced seismicity
1322078,"KENDALL, John M (Mike)",Journal article,"Seismic Noise Interferometry and Distributed Acoustic Sensing (DAS): Inverting for the Firn Layer S-Velocity Structure on Rutford Ice Stream, Antarctica"
1327354,"KENDALL, John M (Mike)",Journal article,Slab to back-arc to arc: fluid and melt pathways through the mantle wedge beneath the Lesser Antilles
1330932,"KENDALL, John M (Mike)",Journal article,"Hydrothermal fluids and where to find them: using seismic attenuation and anisotropy to map fluids beneath Uturuncu volcano, Bolivia"
1333102,"KENDALL, John M (Mike)",Journal article,Local seismicity around the Chain Transform Fault at the Mid-Atlantic Ridge from OBS observations
1333103,"KENDALL, John M (Mike)",Journal article,Strongly depth-dependent ice fabric in a fast-flowing antarctic ice stream revealed with icequake observations
1333104,"KENDALL, John M (Mike)",Journal article,Combined electrical resistivity tomography and ground penetrating radar to map Eurasian badger (Meles Meles) burrows in clay-rich flood embankments (levees)
1333107,"KENDALL, John M (Mike)",Journal article,Seismicity Properties of the Chain Transform Fault Inferred Using Data From the PI‐LAB Experiment
1333112,"KENDALL, John M (Mike)",Journal article,"Seismic tremor location of 10 large paroxysmal eruptions of Tungurahua volcano, Ecuador"
1338944,"KENDALL, John M (Mike)",Preprint,DAS-N2N: Machine learning Distributed Acoustic Sensing (DAS) signal denoising without clean data
1340676,"KENDALL, John M (Mike)",Journal article,"Seismic tomography of Nabro caldera, Eritrea: Insights into the magmatic and hydrothermal systems of a recently erupted volcano"
1488795,"KENDALL, John M (Mike)",Journal article,Highly variable friction and slip observed at Antarctic ice stream bed
1495487,"KENDALL, John M (Mike)",Journal article,Seismic anisotropy indicates organised melt beneath the Mid-Atlantic Ridge aids seafloor spreading
1521652,"KENDALL, John M (Mike)",Journal article,Broad fault zones enable deep fluid transport and limit earthquake magnitudes
1537157,"KENDALL, John M (Mike)",Journal article,"In vivo, in situ and ex vivo comparison of porcine skin for microprojection array penetration depth, delivery efficiency and elastic modulus assessment."
1571232,"KENDALL, John M (Mike)",Journal article,DAS-N2N: machine learning distributed acoustic sensing (DAS) signal denoising without clean data
1571700,"KENDALL, John M (Mike)",Journal article,Array processing in cryoseismology: a comparison to network-based approaches at an Antarctic ice stream
1571700,"KENDALL, John M (Mike)",Journal article,Array processing in cryoseismology: a comparison to network-based approaches at an Antarctic ice stream
1578461,"KENDALL, John M (Mike)",Journal article,"Landslide ground model development through integrated geoelectrical and seismic imaging in Thungsong district, Nakhon Si Thammarat, Thailand"
1600206,"KENDALL, John M (Mike)",Journal article,"Landslide assessment through integrated geoelectrical and seismic methods: a case study in Thungsong site, southern Thailand"
1609178,"KENDALL, John M (Mike)",Conference paper,"Decoding the Coda: Crosshole Surveys using Distributed Acoustic Sensing at UKGEOS Glasgow Observatory, UK"
1640992,"KENDALL, John M (Mike)",Preprint,Variation in Upper Plate Crustal and Lithospheric Mantle Structure in the Greater and Lesser Antilles from Ambient Noise Tomography
1661177,"KENDALL, John M (Mike)",Conference paper,Large-N Seismic Node Networks for Monitoring Seismicity and Crustal Stress-State at Geothermal Systems
1686105,"KENDALL, John M (Mike)",Conference paper,"Passive Nodal Seismology in Copper Exploration: a Study of Kansanshi, One of Africa’S Largest Copper-Producing Mines"
1721778,"KENDALL, John M (Mike)",Preprint,"Hydrothermal fluids and where to find them: Using seismic attenuation and anisotropy to map fluids beneath Uturuncu volcano, Bolivia"
1721779,"KENDALL, John M (Mike)",Preprint,From slab to surface: Earthquake evidence for fluid migration at Uturuncu volcano
1743227,"KENDALL, John M (Mike)",Preprint,Constraining ice fabric in a fast-flowing Antarctic ice stream using icequakes
1743240,"KENDALL, John M (Mike)",Preprint,"Not all icequakes are created equal: basal icequakes suggest diverse bed deformation mechanisms at Rutford Ice Stream, West Antarctica"
1743241,"KENDALL, John M (Mike)",Preprint,"Downhole distributed acoustic seismic profiling at Skytrain Ice Rise, West Antarctica"
1743245,"KENDALL, John M (Mike)",Preprint,"Not all icequakes are created equal: Diverse bed deformation mechanisms at Rutford Ice Stream, West Antarctica, inferred from basal seismicity"
1743247,"KENDALL, John M (Mike)",Preprint,Breaking the ice: Identifying hydraulically-forced crevassing
1755430,"KENDALL, John M (Mike)",Preprint,Brief communication: The role of geophysical imaging in local landslide early warning systems
1766960,"KENDALL, John M (Mike)",Preprint,Slab to back-arc to arc: fluid and melt pathways through the mantle wedge beneath the Lesser Antilles
1768804,"KENDALL, John M (Mike)",Preprint,Local seismicity around the Chain Transform Fault at the Mid-Atlantic Ridge from OBS observations
1768805,"KENDALL, John M (Mike)",Preprint,Seismicity Properties of the Chain Transform Fault Inferred from OBS Data Obtained from the PI-LAB Experiment
1768806,"KENDALL, John M (Mike)",Conference paper,"Fault Reactivation Controlled by Elastic Stress Transfer during Hydraulic Fracturing at Preston New Road, UK"
1768807,"KENDALL, John M (Mike)",Preprint,Good Vibrations: Living with the Motions of our Unsettled Planet
1768852,"KENDALL, John M (Mike)",Preprint,Crustal structure of Eritrea from receiver function analysis
1812638,"KENDALL, John M (Mike)",Preprint,Monitoring CO2 injection at CAMI FRS using Distributed Acoustic Sensing networks
1812639,"KENDALL, John M (Mike)",Conference paper,Near-surface Monitoring of CO2 Storage Sites: Case Study from CaMI FRS
1812642,"KENDALL, John M (Mike)",Conference paper,Enhancing Ambient Noise Interferometry for Das: Selective Stacking and Hybrid Seismic Receivers
1851275,"KENDALL, John M (Mike)",Preprint,One-Sided Joint Inversion of Shear Velocity and Resistivity from the PI-LAB Experiment at the Equatorial Mid-Atlantic Ridge
1988901,"KENDALL, John M (Mike)",Report,What do we need to know to safely store CO2 beneath our shelf seas? Stakeholder workshop report
1991194,"KENDALL, John M (Mike)",Journal article,A unified earthquake catalogue for the North Sea to derisk European CCS operations
1991197,"KENDALL, John M (Mike)",Conference paper,De-Risking European CCS Operations with the Most Complete Earthquake Catalogue for the North Sea
1991879,"KENDALL, John M (Mike)",Journal article,Shear-wave attenuation anisotropy: a new constraint on mantle melt near the Main Ethiopian Rift
1994796,"KENDALL, John M (Mike)",Journal article,"Using small, land-based seismic arrays to monitor microseismicity induced by CO2 storage"
2007715,"KENDALL, John M (Mike)",Journal article,The Dynamic Crust of Northern Afar and Adjacent Rift Margins: New Evidence From Receiver Function Analysis in Eritrea and Ethiopia
2007861,"KENDALL, John M (Mike)",Conference paper,Using Array Methods for Cost-Effective Onshore Passive Seismic Monitoring for Offshore CO2 Storage Projects
2007862,"KENDALL, John M (Mike)",Conference paper,Seismic Anisotropy as a Measure of in-Situ Stress for Safe CO2 Storage
2008332,"KENDALL, John M (Mike)",Journal article,SHARP project – an integrated approach for assessing CO2 storage containment risks
2008333,"KENDALL, John M (Mike)",Journal article,Reevaluating seismic hazard and ground motions for North Sea CO2 storage projects
2008334,"KENDALL, John M (Mike)",Journal article,Frictional properties of a faulted shale gas play: implications for induced seismicity
2009241,"KENDALL, John M (Mike)",Conference paper,De-risking European CCS operations with the most complete earthquake catalogue for the North Sea
2018011,"KENDALL, John M (Mike)",Journal article,Seismic Node Arrays for Enhanced Understanding and Monitoring of Geothermal Systems
2018012,"KENDALL, John M (Mike)",Journal article,Seismic node arrays for enhanced understanding and monitoring of geothermal systems
2018321,"KENDALL, John M (Mike)",Report,Filling in the evidence gaps for the safe deployment of offshore geological carbon storage
2025398,"KENDALL, John M (Mike)",Journal article,Assessing the effect of offline topography on electrical resistivity measurements: insights from flood embankments
2031899,"KENDALL, John M (Mike)",Journal article,The tectonic development of the Central African Plateau: evidence from shear-wave splitting
2035883,"KENDALL, John M (Mike)",Conference paper,Monitoring the Critical Zone with Ambient Seismic Noise Recorded on a Dense Nodal Array
2074558,"KENDALL, John M (Mike)",Chapter,Borehole and surface applications of distributed acoustic sensing for characterization of the cryosphere and glacial environments
2077474,"KENDALL, John M (Mike)",Journal article,Detecting shallow subsurface anomalies with airborne and spaceborne remote sensing: A review
2077854,"KENDALL, John M (Mike)",Journal article,Borehole and Surface Applications of Distributed Acoustic Sensing for Characterization of the Cryosphere and Glacial Environments
2077856,"KENDALL, John M (Mike)",Journal article,Borehold and surgace application of distributed acoustic sensing for characteriation of the cryosphere and gracial environments
2077856,"KENDALL, John M (Mike)",Journal article,Borehold and surgace application of distributed acoustic sensing for characteriation of the cryosphere and gracial environments
2078014,"KENDALL, John M (Mike)",Conference paper,"Enhancing Crosshole Surveys Using Distributed Acoustic Sensing at UKGEOS Glasgow Observatory, UK"
2078016,"KENDALL, John M (Mike)",Journal article,"Imaging of sediment-hosted Cu deposits using ambient noise tomography: a case study of the Kansanshi Cu-mine, Zambia."
2078017,"KENDALL, John M (Mike)",Preprint,"Evidence that seismic anisotropy captures upstream palaeo ice fabric: Implications on present day deformation at Whillans Ice Stream, Antarctica"
2078019,"KENDALL, John M (Mike)",Journal article,Slab to back-arc to arc: fluid and melt pathways through the mantle wedge beneath the Lesser Antilles
2078020,"KENDALL, John M (Mike)",Preprint,A technology readiness assessment for CCS site monitoring systems
2078022,"KENDALL, John M (Mike)",Journal article,S-wave velocity profile of an Antarctic ice stream firn layer with ambient seismic recording using Distributed Acoustic Sensing
2078023,"KENDALL, John M (Mike)",Journal article,Seeing inside flood embankments: combining electrical and seismic imaging.
2078024,"KENDALL, John M (Mike)",Journal article,Stress history and reservoir pressure for improved quantification of CO2 storage containment risks (SHARP Storage)
2078025,"KENDALL, John M (Mike)",Preprint,A Little Data goes a Long Way: Automating Seismic Phase Arrival Picking at Nabro Volcano with Transfer Learning
2078026,"KENDALL, John M (Mike)",Preprint,"Tidal Triggering of Microseismicity at the Equatorial Mid-Atlantic Ridge, Inferred from OBS Network"
2078027,"KENDALL, John M (Mike)",Preprint,A Little Data goes a Long Way: Automating Seismic Phase Arrival Picking at Nabro Volcano with Transfer Learning
2083998,"KENDALL, John M (Mike)",Journal article,Geophysical imaging for local landslide early warning systems
2094645,"KENDALL, John M (Mike)",Journal article,Crustal structure of the Central African Plateau from receiver function analysis
2095381,"KENDALL, John M (Mike)",Other,Shear-wave attenuation anisotropy: a new constraint on mantle melt near the Main Ethiopian Rift
2095382,"KENDALL, John M (Mike)",Other,"Spatiotemporal variations in shear-wave splitting during the 2018-9 Surrey, UK earthquake sequence"
2101735,"KENDALL, John M (Mike)",Journal article,"Anatomy of magmatic hydrothermal system beneath Uturuncu volcano, Bolivia, by joint seismological and petrophysical analysis"
2101735,"KENDALL, John M (Mike)",Journal article,"Anatomy of magmatic hydrothermal system beneath Uturuncu volcano, Bolivia, by joint seismological and petrophysical analysis"
2101740,"KENDALL, John M (Mike)",Journal article,"Evidence that seismic anisotrophy captures upstream palaeo ice fabric: Implications on present day deformation at Whillans Ice Stream, Antarctica"
2119021,"KENDALL, John M (Mike)",Journal article,Seismic imaging of a basaltic Lesser Antilles slab from ancient tectonics
1146936,"SMITH, Stephen M",Journal article,Durable ibrutinib responses in relapsed/refractory marginal zone lymphoma: long-term follow-up and biomarker analysis.
1160114,"SMITH, Stephen M",Journal article,Burkitt Lymphoma International Prognostic Index.
1218339,"SMITH, Stephen M",Journal article,A case for transparent net-zero carbon targets
1226785,"SMITH, Stephen M",Journal article,The meaning of net zero and how to get it right
1231315,"SMITH, Stephen M",Journal article,Assessing the rapidly-emerging landscape of net zero targets
1238557,"SMITH, Stephen M",Journal article,Indicate separate contributions of long-lived and short-lived greenhouse gases in emission targets
1239132,"SMITH, Stephen M",Journal article,Governing Carbon Dioxide Removal in the UK: Lessons Learned and Challenges Ahead
1239632,"SMITH, Stephen M",Journal article,Plant conversions and abatement technologies cannot prevent stranding of power plant assets in 2 °C scenarios.
1239759,"SMITH, Stephen M",Journal article,Carbon Dioxide Removal Policy in the Making: Assessing Developments in 9 OECD Cases
1328187,"SMITH, Stephen M",Journal article,A review of commercialisation mechanisms for carbon dioxide removal
1328188,"SMITH, Stephen M",Journal article,Quantifying global carbon dioxide removal deployment
1532607,"SMITH, Stephen M",Journal article,The new EU carbon removal certification: landmark legislation or an empty promise?
1578342,"SMITH, Stephen M",Journal article,Global Carbon Budget 2023
1578343,"SMITH, Stephen M",Book,"Emissions Gap Report 2023: broken record – temperatures hit new highs, yet world fails to cut emissions (again)"
1578344,"SMITH, Stephen M",Journal article,Near-term deployment of novel carbon removal to facilitate longer-term deployment
1578345,"SMITH, Stephen M",Journal article,The State of Carbon Dioxide Removal report 2023
1578346,"SMITH, Stephen M",Report,The carbon dioxide removal gap: current removals and country proposals versus future requirements for limiting warming to 2° C or lower
1578347,"SMITH, Stephen M",Journal article,Consideration of Greenhouse Gas Removals (GGR) in Emissions Trading Systems: Principles and Practice
1578348,"SMITH, Stephen M",Chapter,Cross-sectoral perspectives
1578349,"SMITH, Stephen M",Journal article,Indicate separate contributions of long-lived and short-lived greenhouse gases in emission targets
1578350,"SMITH, Stephen M",Conference paper,Can Technologies Mitigate the Risk of Fossil Fuel Assets Being Stranded in the Power Sector?
1578351,"SMITH, Stephen M",Journal article,Carbon dioxide removal policy in the making: assessing developments in 9 OECD cases
1578352,"SMITH, Stephen M",Journal article,Governing carbon dioxide removal in the UK: lessons learned and challenges ahead
1578353,"SMITH, Stephen M",Journal article,Leveling up net zero climate leadership in the United States
1578354,"SMITH, Stephen M",Journal article,Net-zero solutions and research priorities in the 2020s
1604077,"SMITH, Stephen M",Chapter,Mitigation Pathways Compatible with Long-term Goals
1633421,"SMITH, Stephen M",Preprint,The carbon dioxide removal gap
1989000,"SMITH, Stephen M",Journal article,Regulating net zero: from groundswell to ground rules
1995599,"SMITH, Stephen M",Journal article,The carbon dioxide removal gap
1995600,"SMITH, Stephen M",Journal article,Current national proposals are off track to meet carbon dioxide removal needs
2007562,"SMITH, Stephen M",Journal article,Author Correction: Current national proposals are off track to meet carbon dioxide removal needs
2011072,"SMITH, Stephen M",Journal article,Author Correction: Current national proposals are off track to meet carbon dioxide removal needs
2018321,"SMITH, Stephen M",Report,Filling in the evidence gaps for the safe deployment of offshore geological carbon storage
2018339,"SMITH, Stephen M",Journal article,Policy support for BECCS and DACCS in Europe: the view of market participants
2018559,"SMITH, Stephen M",Report,Addressing regulatory challenges for offshore geological carbon storage in the UK: a policy brief
2063496,"SMITH, Stephen M",Preprint,Global Carbon Budget 2024
2067742,"SMITH, Stephen M",Journal article,Countries need to provide clarity on the role of carbon dioxide removal in their climate pledges
2076961,"SMITH, Stephen M",Preprint,Flexible parameter-sparse global temperature time-profiles that stabilise at 1.5 °C and 2.0 °C
2093681,"SMITH, Stephen M",Journal article,Universities must lead capacity building in carbon dioxide removal
2093849,"SMITH, Stephen M",Journal article,Global Carbon Budget 2024
1160017,"KETTLETY, Thomas L (Tom)",Journal article,"High-Resolution Imaging of the M-L 2.9 August 2019 Earthquake in Lancashire, United Kingdom, Induced by Hydraulic Fracturing during Preston New Road PNR-2 Operations"
1176681,"KETTLETY, Thomas L (Tom)",Journal article,"Fault Triggering Mechanisms for Hydraulic Fracturing-Induced Seismicity From the Preston New Road, UK Case Study"
1187490,"KETTLETY, Thomas L (Tom)",Conference paper,Keynote 5: Using Microseismicity to Manage Induced Seismicity During Hydraulic Fracturing at the Preston New Road PNR1 Well
1258949,"KETTLETY, Thomas L (Tom)",Conference paper,"FAULT REACTIVATION CONTROLLED BY ELASTIC STRESS TRNSFER DURING HYDRAULIC FRACTURING AT PRESTON NEW ROAD, UK"
1311321,"KETTLETY, Thomas L (Tom)",Journal article,Self-similarity of seismic moment release to volume change scaling for volcanoes: a comparison with injection-induced seismicity
1768806,"KETTLETY, Thomas L (Tom)",Conference paper,"Fault Reactivation Controlled by Elastic Stress Transfer during Hydraulic Fracturing at Preston New Road, UK"
1988901,"KETTLETY, Thomas L (Tom)",Report,What do we need to know to safely store CO2 beneath our shelf seas? Stakeholder workshop report
1991194,"KETTLETY, Thomas L (Tom)",Journal article,A unified earthquake catalogue for the North Sea to derisk European CCS operations
1991197,"KETTLETY, Thomas L (Tom)",Conference paper,De-Risking European CCS Operations with the Most Complete Earthquake Catalogue for the North Sea
1994796,"KETTLETY, Thomas L (Tom)",Journal article,"Using small, land-based seismic arrays to monitor microseismicity induced by CO2 storage"
2007861,"KETTLETY, Thomas L (Tom)",Conference paper,Using Array Methods for Cost-Effective Onshore Passive Seismic Monitoring for Offshore CO2 Storage Projects
2007862,"KETTLETY, Thomas L (Tom)",Conference paper,Seismic Anisotropy as a Measure of in-Situ Stress for Safe CO2 Storage
2008331,"KETTLETY, Thomas L (Tom)",Conference paper,"Resilience to Potential CO2 Injection Induced Seismicity, Estimated from Historic Ground Motion Exposure"
2008332,"KETTLETY, Thomas L (Tom)",Journal article,SHARP project – an integrated approach for assessing CO2 storage containment risks
2008333,"KETTLETY, Thomas L (Tom)",Journal article,Reevaluating seismic hazard and ground motions for North Sea CO2 storage projects
2008334,"KETTLETY, Thomas L (Tom)",Journal article,Frictional properties of a faulted shale gas play: implications for induced seismicity
2009241,"KETTLETY, Thomas L (Tom)",Conference paper,De-risking European CCS operations with the most complete earthquake catalogue for the North Sea
2018011,"KETTLETY, Thomas L (Tom)",Journal article,Seismic Node Arrays for Enhanced Understanding and Monitoring of Geothermal Systems
2018012,"KETTLETY, Thomas L (Tom)",Journal article,Seismic node arrays for enhanced understanding and monitoring of geothermal systems
2018321,"KETTLETY, Thomas L (Tom)",Report,Filling in the evidence gaps for the safe deployment of offshore geological carbon storage
2095129,"KETTLETY, Thomas L (Tom)",Journal article,Relocating seismic events in the North Sea: challenges and insights for earthquake analysis
2120448,"KETTLETY, Thomas L (Tom)",Journal article,Changes in seismic anisotropy at Ontake volcano: a tale of two eruptions
2122304,"KETTLETY, Thomas L (Tom)",Conference paper,"Resilience to potential CO2 injection induced seismicity, estimated from historic ground motion exposure"
1226785,"MASLER, KAYA S (KAYA AXELSSON)",Journal article,The meaning of net zero and how to get it right
1633647,"MASLER, KAYA S (KAYA AXELSSON)",Preprint,A Rapid Review of GHG Accounting Standards
1987021,"MASLER, KAYA S (KAYA AXELSSON)",Journal article,Encouraging politicians to act on climate: A field experiment with local officials in six countries
1989000,"MASLER, KAYA S (KAYA AXELSSON)",Journal article,Regulating net zero: from groundswell to ground rules
2022809,"MASLER, KAYA S (KAYA AXELSSON)",Journal article,Is impact out of scope? A call for innovation in climate standards to inspire action across companies’ Spheres of Influence
2078067,"MASLER, KAYA S (KAYA AXELSSON)",Preprint,Encouraging Politicians to Act on Climate. A Field Experiment with Local Officials in Six Countries
1300975,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Journal article,In plain sight: the rise of state coordination and fall of liberalised markets in the United Kingdom power
1375642,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Journal article,Broaden Research on Ocean Alkalinity Enhancement to Better Characterize Social Impacts.
1517594,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Journal article,State ownership in liberal economic governance? De-risking private investment in the electricity sector in Mexico
1608547,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Journal article,Publics and counter-publics of net-zero
1616070,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Journal article,An earth system governance research agenda for carbon removal
1991311,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Journal article,"New interventionism: the re-politicisation of electricity governance with renewable energy policies in the UK, Mexico and Morocco"
2026427,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Dataset,DATABASE The governance of renewable energy auctions: A multidimensional comparative policy analysis
2035623,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Journal article,Opportunities for the global climate development agenda with Net Zero in the horizon: A perspective from Central America
2039168,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Journal article,The Governance of Renewable Energy Auctions: A Multidimensional Comparative Policy Analysis
2063531,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Thesis / Dissertation,Regulatory capacity and knowledge brokers in the decarbonisation of electricity systems
2098758,"VALENZUELA ROBLES LINARES, Jose M (JOSE MARIA)",Chapter,Mexico: Energy Transition in an Uncertain Legal and Institutional Setting
1199973,"RANGER, NICOLA A",Journal article,Epidemiological versus meteorological forecasts: Best practice for linking models to policymaking
1210815,"RANGER, NICOLA A",Journal article,Managing the financial risks of climate change and pandemics: What we know (and don't know).
1273051,"RANGER, NICOLA A",Journal article,"Multiform flood risk in a rapidly changing world: what we do not do, what we should and why it matters"
1511017,"RANGER, NICOLA A",Journal article,"“All scenarios are wrong, but some are useful”—Toward a framework for assessing and using current climate risk scenarios within financial decisions"
1615003,"RANGER, NICOLA A",Journal article,The impact of COVID-19 fiscal spending on climate change adaptation and resilience
1625628,"RANGER, NICOLA A",Preprint,TRISK - A Climate Stress Test for Transition Risk
1634127,"RANGER, NICOLA A",Preprint,Designing For Comparability: A Foundational Principle of Analysis Missing In Carbon Reporting Systems
1634128,"RANGER, NICOLA A",Preprint,Opening (Policy): Risk & finance roundtable
1634129,"RANGER, NICOLA A",Preprint,Closing (Policy): Building international partnerships to support and achieve adaptation and resilience
1993217,"RANGER, NICOLA A",Journal article,The Green-Scorpion: a preliminary study on the potential amplification of physical climate financial risks by nature-related risks and feedbacks
2009810,"RANGER, NICOLA A",Dataset,Climate Data 111+ : Synthesis of Hazard Data Sources
2009832,"RANGER, NICOLA A",Dataset,"Synthesis of Hazard, Vulnerability and Asset-Level Data Sources for Physical Climate Risk Assessment and Adaptation"
2032268,"RANGER, NICOLA A",Dataset,Asset-Level Compass: Data Sources Guiding Climate Risk and Sustainability
2033078,"RANGER, NICOLA A",Working paper,Harnessing asset-level data to drive climate and nature risk adaptation through multi-sector exposure and vulnerability analysis
2078108,"RANGER, NICOLA A",Journal article,Acute climate risks in the financial system: examining the utility of climate model projections
2078109,"RANGER, NICOLA A",Book,Assessing Financial Risks from Physical Climate Shocks
2091947,"RANGER, NICOLA A",Conference paper,ClimRetrieve: A Benchmarking Dataset for Information Retrieval from Corporate Climate Disclosures
1121216,"FANKHAUSER, Sam",Journal article,Building a social mandate for climate action: lessons from COVID-19
1172401,"FANKHAUSER, Sam",Journal article,The readiness of industry for a transformative recovery from COVID 19
1190498,"FANKHAUSER, Sam",Journal article,What next for local government climate emergency declarations? The gap between rhetoric and action.
1195598,"FANKHAUSER, Sam",Journal article,Cutting Carbon in the Time of COVID
1211480,"FANKHAUSER, Sam",Journal article,What next on net zero?
1226785,"FANKHAUSER, Sam",Journal article,The meaning of net zero and how to get it right
1232716,"FANKHAUSER, Sam",Journal article,Income diversification and income inequality: household responses to the 2013 floods in Pakistan
1287635,"FANKHAUSER, Sam",Journal article,Africa needs context-relevant evidence to shape its clean energy future
1301635,"FANKHAUSER, Sam",Journal article,The influence of climate change advisory bodies on political debates: evidence from the UK Committee on Climate Change
1301636,"FANKHAUSER, Sam",Journal article,The impact of strategic climate legislation: evidence from expert interviews on the UK Climate Change Act
